feature,importance,std
百の位_十の位_pair_last_w30,0.0009727626459143969,0.0032262887065714007
百の位_freq_change_w10,0.0009727626459143969,0.0032262887065714007
百の位_lag3,0.0009727626459143969,0.008862289473875776
百の位_lag2,0.0009727626459143969,0.0025736880457826756
四半期_3,0.0009727626459143969,0.0037674935274391213
十の位_lag1,0.0009727626459143969,0.005416113193414418
一の位_lag3,0.00048638132295719845,0.004536662963564598
百の位_連続同値カウント,0.00048638132295719845,0.0023326028809886766
百の位_lag9,0.00048638132295719845,0.007644082512403555
十の位_gap_same_w200,0.0,0.0
百の位_gap_same_w100,0.0,0.0
百の位_gap_same_w200,0.0,0.0
連番フラグ,0.0,0.0
百の位_lag8,0.0,0.007014691197400757
百の位_gap_same_w300,0.0,0.0
十の位_連続同値カウント,0.0,0.0
sum_20_24,0.0,0.0
sum_ge25,0.0,0.0
ゾロ目,0.0,0.0
ゾロ目フラグ,0.0,0.0
sum_lt10,0.0,0.0
ストレート_金額,0.0,0.006739497305715476
ミニ_金額,0.0,0.002751388253644154
十の位_gap_same_w300,0.0,0.0
四半期_4,0.0,0.0
十の位_一の位_pair_last_w90,0.0,0.0038910505836575876
一の位_gap_same_w200,0.0,0.0
一の位_gap_same_w100,0.0,0.0
一の位_last_freq_w90,0.0,0.004765544246659879
一の位_gap_same_w300,0.0,0.0
一の位_last_freq_w30,0.0,0.003369748652857738
十の位_gap_same_w100,0.0,0.0
十の位_last_freq_w200,-0.00048638132295719845,0.004098321874113015
十の位_last_freq_w50,-0.00048638132295719845,0.007392356105822307
最大-最小,-0.00048638132295719845,0.004098321874113015
ダブル,-0.00048638132295719845,0.0030374503883260693
十_一_diff,-0.00048638132295719845,0.005651240291158682
百の位_lag5,-0.0009727626459143969,0.00819664374822603
一の位_lag1,-0.0009727626459143969,0.0025736880457826756
一の位_lag10,-0.0009727626459143969,0.007214200862933525
ストレート_口数,-0.0014591439688715954,0.009518670131702786
一の位_lag9,-0.0014591439688715954,0.00613303512301483
百の位_lag7,-0.0014591439688715954,0.00672192361920489
百の位_一の位_pair_last_w50,-0.0014591439688715954,0.0038605320686740134
百の位_一の位_pair_last_w90,-0.0019455252918287938,0.002751388253644154
一の位_freq_change_w10,-0.0019455252918287938,0.0019455252918287938
十の位_lag7,-0.0019455252918287938,0.0061522911676427615
四半期_1,-0.0024319066147859923,0.0018837467637195606
百の位_last_freq_w50,-0.0029182879377431907,0.0037674935274391213
十の位_一の位_pair_last_w50,-0.0029182879377431907,0.005416113193414418
百の位_last_freq_w90,-0.0029182879377431907,0.002573688045782676
一の位_連続同値カウント,-0.003404669260700389,0.0012868440228913378
十の位_last_freq_w90,-0.003404669260700389,0.004936231305978706
十の位_last_freq_w10,-0.003404669260700389,0.0023326028809886766
十の位_expfreq_l100_a006,-0.0038910505836575876,0.004350326804474299
百の位_lag6,-0.004377431906614786,0.006285431898501987
百の位_expfreq_l100_a006,-0.004377431906614786,0.007131750145240846
百の位_last_freq_w10,-0.004377431906614786,0.004098321874113015
百の位_lag1,-0.0048638132295719845,0.006074900776652139
最小,-0.0048638132295719845,0.0042401740695920944
百の位_diff1,-0.005836575875486381,0.0043503268044742995
十の位_一の位_pair_last_w200,-0.005836575875486381,0.003369748652857738
一の位_lag4,-0.00632295719844358,0.008006847097837708
十の位_diff1,-0.006809338521400778,0.0063788312493210115
一の位_lag7,-0.006809338521400778,0.005054622979286607
十の位_lag5,-0.006809338521400778,0.007214200862933524
十の位_lag8,-0.007295719844357977,0.0030374503883260693
一の位_lag8,-0.007295719844357977,0.007887779542911894
十の位_lag4,-0.007782101167315175,0.005147376091565351
合計mod3,-0.00924124513618677,0.0033344623542806637
hot_cold_score_百の位,-0.009727626459143969,0.002751388253644154
最大,-0.009727626459143969,0.0072794890793267345
一の位_last_freq_w50,-0.011186770428015564,0.010190820447352608
十の位_adiff1,-0.01556420233463035,0.0061522911676427615
