回号,抽せん日,当せん番号,ストレート_口数,ストレート_金額,ボックス_口数,ボックス_金額,セットS_口数,セットS_金額,セットB_口数,セットB_金額,ミニ_口数,ミニ_金額,パターン,百の位,十の位,一の位,合計,最大,最小,最大-最小,曜日_int,曜日,パターン_code
6497,2024-06-24,484,77,96400,339,32100,209,64200,368,16000,549,9600,2桁一致,4,8,4,16,8,4,4,0,月曜日,1
6498,2024-06-25,18,245,60600,508,10100,188,35300,1141,5000,530,6000,全て異なる,0,1,8,9,8,0,8,1,火曜日,0
6499,2024-06-26,426,144,72500,567,12000,251,42200,1020,6000,494,7200,全て異なる,4,2,6,12,6,2,4,2,水曜日,0
6500,2024-06-27,280,38,108200,491,18000,136,63100,1319,9000,395,10800,全て異なる,2,8,0,10,8,0,8,3,木曜日,0
6501,2024-06-28,364,112,96600,424,16100,161,56300,936,8000,422,9600,全て異なる,3,6,4,13,6,3,3,4,金曜日,0
6502,2024-07-01,724,264,56200,774,9300,391,32700,1381,4600,891,5600,全て異なる,7,2,4,13,7,2,5,0,月曜日,0
6503,2024-07-02,732,178,69500,613,11500,193,40500,1398,5700,368,6900,全て異なる,7,3,2,12,7,2,5,1,火曜日,0
6504,2024-07-03,94,155,108000,294,18000,97,63000,748,9000,343,10800,全て異なる,0,9,4,13,9,0,9,2,水曜日,0
6505,2024-07-04,575,178,95400,182,31800,94,63600,227,15900,513,9500,2桁一致,5,7,5,17,7,5,2,3,木曜日,1
6506,2024-07-05,993,66,124900,232,41600,117,83200,255,20800,457,12400,2桁一致,9,9,3,21,9,3,6,4,金曜日,1
6507,2024-07-08,810,152,74300,649,12300,342,43300,1201,6100,471,7400,全て異なる,8,1,0,9,8,0,8,0,月曜日,0
6508,2024-07-09,273,192,75800,456,12600,143,44200,1068,6300,313,7500,全て異なる,2,7,3,12,7,2,5,1,火曜日,0
6509,2024-07-10,224,174,80700,227,26900,184,53800,306,13400,439,8000,2桁一致,2,2,4,8,4,2,2,2,水曜日,1
6510,2024-07-11,335,86,75700,318,25200,258,50400,308,12600,469,7500,2桁一致,3,3,5,11,5,3,2,3,木曜日,1
6511,2024-07-12,475,112,84600,470,14100,221,49300,964,7000,409,8400,全て異なる,4,7,5,16,7,4,3,4,金曜日,0
6512,2024-07-15,98,463,47200,607,7800,223,27500,1473,3900,503,4700,全て異なる,0,9,8,17,9,0,9,0,月曜日,0
6513,2024-07-16,884,195,75900,218,25300,146,50600,271,12600,392,7500,2桁一致,8,8,4,20,8,4,4,1,火曜日,1
6514,2024-07-17,100,487,44800,254,14900,173,29800,306,7400,862,4400,2桁一致,1,0,0,1,1,0,1,2,水曜日,1
6515,2024-07-18,864,83,99800,384,16600,134,58200,877,8300,382,9900,全て異なる,8,6,4,18,8,4,4,3,木曜日,0
6516,2024-07-19,86,242,75000,414,12500,138,43700,934,6200,355,7500,全て異なる,0,8,6,14,8,0,8,4,金曜日,0
6517,2024-07-22,937,99,89700,487,14900,189,52300,1068,7400,559,8900,全て異なる,9,3,7,19,9,3,6,0,月曜日,0
6518,2024-07-23,620,63,111100,231,18500,179,64800,622,9200,352,11100,全て異なる,6,2,0,8,6,0,6,1,火曜日,0
6519,2024-07-24,643,301,63400,376,10500,100,36900,872,5200,425,6300,全て異なる,6,4,3,13,6,3,3,2,水曜日,0
6520,2024-07-25,503,71,94000,426,15600,221,54800,844,7800,338,9400,全て異なる,5,0,3,8,5,0,5,3,木曜日,0
6521,2024-07-26,498,68,103100,391,17100,173,60100,1023,8500,378,10300,全て異なる,4,9,8,21,9,4,5,4,金曜日,0
6522,2024-07-29,853,85,64800,1227,10800,186,37800,2324,5400,498,6400,全て異なる,8,5,3,16,8,3,5,0,月曜日,0
6523,2024-07-30,343,66,111800,195,37200,127,74500,248,18600,309,11100,2桁一致,3,4,3,10,4,3,1,1,火曜日,1
6524,2024-07-31,392,248,70800,363,11800,148,41300,854,5900,372,7000,全て異なる,3,9,2,14,9,2,7,2,水曜日,0
6525,2024-08-01,98,293,60800,515,10100,155,35400,1206,5000,407,6000,全て異なる,0,9,8,17,9,0,9,3,木曜日,0
6526,2024-08-02,127,322,51100,617,8500,299,29800,1283,4200,487,5100,全て異なる,1,2,7,10,7,1,6,4,金曜日,0
6527,2024-08-05,280,160,73600,639,12200,206,42900,1489,6100,454,7300,全て異なる,2,8,0,10,8,0,8,0,月曜日,0
6528,2024-08-06,802,147,51000,649,8500,401,29700,1229,4200,422,5100,全て異なる,8,0,2,10,8,0,8,1,火曜日,0
6529,2024-08-07,862,224,65100,478,10800,145,37900,1006,5400,530,6500,全て異なる,8,6,2,16,8,2,6,2,水曜日,0
6530,2024-08-08,36,248,69700,399,11600,156,40600,826,5800,411,6900,全て異なる,0,3,6,9,6,0,6,3,木曜日,0
6531,2024-08-09,270,32,117500,427,19500,137,68500,953,9700,361,11700,全て異なる,2,7,0,9,7,0,7,4,金曜日,0
6532,2024-08-12,580,144,96100,429,16000,123,56000,774,8000,404,9600,全て異なる,5,8,0,13,8,0,8,0,月曜日,0
6533,2024-08-13,701,54,113700,318,18900,125,66300,688,9400,395,11300,全て異なる,7,0,1,8,7,0,7,1,火曜日,0
6534,2024-08-14,51,59,105800,399,17600,122,61700,922,8800,417,10500,全て異なる,0,5,1,6,5,0,5,2,水曜日,0
6535,2024-08-15,337,70,108800,256,36200,149,72500,337,18100,354,10800,2桁一致,3,3,7,13,7,3,4,3,木曜日,1
6536,2024-08-16,322,83,85700,306,28500,166,57100,418,14200,673,8500,2桁一致,3,2,2,7,3,2,1,4,金曜日,1
6537,2024-08-19,684,193,83000,533,13800,167,48400,1042,6900,506,8300,全て異なる,6,8,4,18,8,4,4,0,月曜日,0
6538,2024-08-20,772,47,138800,205,46200,93,92500,307,23100,348,13800,2桁一致,7,7,2,16,7,2,5,1,火曜日,1
6539,2024-08-21,803,98,77500,472,12900,243,45200,1099,6400,350,7700,全て異なる,8,0,3,11,8,0,8,2,水曜日,0
6540,2024-08-22,801,153,60600,699,10100,258,35300,1551,5000,310,6000,全て異なる,8,0,1,9,8,0,8,3,木曜日,0
6541,2024-08-23,67,66,131500,313,21900,134,76700,649,10900,350,13100,全て異なる,0,6,7,13,7,0,7,4,金曜日,0
6542,2024-08-26,900,153,86700,292,28900,166,57800,342,14400,715,8600,2桁一致,9,0,0,9,9,0,9,0,月曜日,1
6543,2024-08-27,376,54,119900,372,19900,138,69900,716,9900,336,11900,全て異なる,3,7,6,16,7,3,4,1,火曜日,0
6544,2024-08-28,656,52,143600,168,47800,100,95700,205,23900,343,14300,2桁一致,6,5,6,17,6,5,1,2,水曜日,1
6545,2024-08-29,355,131,71400,293,23800,188,47600,284,11900,549,7100,2桁一致,3,5,5,13,5,3,2,3,木曜日,1
6546,2024-08-30,864,105,91400,377,15200,158,53300,933,7600,471,9100,全て異なる,8,6,4,18,8,4,4,4,金曜日,0
6547,2024-09-02,398,72,80300,692,13300,319,46800,1355,6600,552,8000,全て異なる,3,9,8,20,9,3,6,0,月曜日,0
6548,2024-09-03,216,252,60600,502,10100,223,35300,1060,5000,397,6000,全て異なる,2,1,6,9,6,1,5,1,火曜日,0
6549,2024-09-04,385,232,52600,729,8700,307,30600,1454,4300,477,5200,全て異なる,3,8,5,16,8,3,5,2,水曜日,0
6550,2024-09-05,666,323,94500,0,0,0,0,0,0,498,9400,ゾロ目,6,6,6,18,6,6,0,3,木曜日,2
6551,2024-09-06,827,259,39600,766,6600,696,23100,1271,3300,582,3900,全て異なる,8,2,7,17,8,2,6,4,金曜日,0
6552,2024-09-09,500,79,104500,292,34800,151,69600,354,17400,669,10400,2桁一致,5,0,0,5,5,0,5,0,月曜日,1
6553,2024-09-10,811,490,41200,273,13700,188,27400,420,6800,682,4100,2桁一致,8,1,1,10,8,1,7,1,火曜日,1
6554,2024-09-11,508,75,101500,396,16900,178,59200,749,8400,398,10100,全て異なる,5,0,8,13,8,0,8,2,水曜日,0
6555,2024-09-12,527,103,83700,442,13900,193,48800,907,6900,398,8300,全て異なる,5,2,7,14,7,2,5,3,木曜日,0
6556,2024-09-13,215,156,78500,445,13000,206,45700,967,6500,400,7800,全て異なる,2,1,5,8,5,1,4,4,金曜日,0
6557,2024-09-16,319,249,53100,603,8800,418,30900,1328,4400,584,5300,全て異なる,3,1,9,13,9,1,8,0,月曜日,0
6558,2024-09-17,669,73,102100,198,34000,153,68000,229,17000,419,10200,2桁一致,6,6,9,21,9,6,3,1,火曜日,1
6559,2024-09-18,430,90,96800,296,16100,185,56400,633,8000,435,9600,全て異なる,4,3,0,7,4,0,4,2,水曜日,0
6560,2024-09-19,297,88,76600,434,12700,221,44600,1018,6300,449,7600,全て異なる,2,9,7,18,9,2,7,3,木曜日,0
6561,2024-09-20,776,94,111500,200,37100,124,74300,208,18500,368,11100,2桁一致,7,7,6,20,7,6,1,4,金曜日,1
6562,2024-09-23,808,299,49500,326,16500,405,33000,313,8200,473,4900,2桁一致,8,0,8,16,8,0,8,0,月曜日,1
6563,2024-09-24,844,217,64100,328,21300,115,42700,441,10600,633,6400,2桁一致,8,4,4,16,8,4,4,1,火曜日,1
6564,2024-09-25,835,483,38400,726,6400,214,22400,1701,3200,397,3800,全て異なる,8,3,5,16,8,3,5,2,水曜日,0
6565,2024-09-26,841,42,108800,369,18100,175,63400,929,9000,277,10800,全て異なる,8,4,1,13,8,1,7,3,木曜日,0
6566,2024-09-27,171,55,102700,292,34200,107,68400,526,17100,408,10200,2桁一致,1,7,1,9,7,1,6,4,金曜日,1
6567,2024-09-30,549,354,60800,590,10100,173,35400,1152,5000,510,6000,全て異なる,5,4,9,18,9,4,5,0,月曜日,0
6568,2024-10-01,484,331,48100,360,16000,306,32000,541,8000,437,4800,2桁一致,4,8,4,16,8,4,4,1,火曜日,1
6569,2024-10-02,190,122,87400,473,14500,122,50900,1090,7200,348,8700,全て異なる,1,9,0,10,9,0,9,2,水曜日,0
6570,2024-10-03,97,63,119200,332,19800,112,69500,730,9900,292,11900,全て異なる,0,9,7,16,9,0,9,3,木曜日,0
6571,2024-10-04,610,95,82400,449,13700,240,48000,860,6800,514,8200,全て異なる,6,1,0,7,6,0,6,4,金曜日,0
6572,2024-10-07,477,76,105100,234,35000,140,70000,265,17500,851,10500,2桁一致,4,7,7,18,7,4,3,0,月曜日,1
6573,2024-10-08,14,57,101600,406,16900,126,59200,953,8400,401,10100,全て異なる,0,1,4,5,4,0,4,1,火曜日,0
6574,2024-10-09,113,129,66200,266,22000,258,44100,324,11000,532,6600,2桁一致,1,1,3,5,3,1,2,2,水曜日,1
6575,2024-10-10,264,68,100600,465,16700,130,58600,968,8300,403,10000,全て異なる,2,6,4,12,6,2,4,3,木曜日,0
6576,2024-10-11,751,118,77700,561,12900,161,45300,1426,6400,444,7700,全て異なる,7,5,1,13,7,1,6,4,金曜日,0
6577,2024-10-14,202,76,101400,221,33800,174,67600,301,16900,457,10100,2桁一致,2,0,2,4,2,0,2,0,月曜日,1
6578,2024-10-15,582,134,83200,445,13800,127,48500,1133,6900,331,8300,全て異なる,5,8,2,15,8,2,6,1,火曜日,0
6579,2024-10-16,983,33,105100,494,17500,126,61300,1292,8700,374,10500,全て異なる,9,8,3,20,9,3,6,2,水曜日,0
6580,2024-10-17,546,47,127200,315,21200,120,74200,716,10600,504,12700,全て異なる,5,4,6,15,6,4,2,3,木曜日,0
6581,2024-10-18,411,89,85700,259,28500,187,57100,442,14200,541,8500,2桁一致,4,1,1,6,4,1,3,4,金曜日,1
6582,2024-10-21,934,306,66300,544,11000,183,38600,1039,5500,464,6600,全て異なる,9,3,4,16,9,3,6,0,月曜日,0
6583,2024-10-22,731,573,39000,426,6500,217,22700,1010,3200,441,3900,全て異なる,7,3,1,11,7,1,6,1,火曜日,0
6584,2024-10-23,691,51,102400,400,17000,135,59700,1060,8500,429,10200,全て異なる,6,9,1,16,9,1,8,2,水曜日,0
6585,2024-10-24,21,29,120500,397,20000,105,70200,1017,10000,389,12000,全て異なる,0,2,1,3,2,0,2,3,木曜日,0
6586,2024-10-25,783,66,120800,370,20100,128,70400,944,10000,322,12000,全て異なる,7,8,3,18,8,3,5,4,金曜日,0
6587,2024-10-28,830,117,85600,486,14200,248,49900,1013,7100,429,8500,全て異なる,8,3,0,11,8,0,8,0,月曜日,0
6588,2024-10-29,161,52,122700,198,40900,83,81800,350,20400,318,12200,2桁一致,1,6,1,8,6,1,5,1,火曜日,1
6589,2024-10-30,60,497,45100,340,15000,182,30000,282,7500,308,4500,2桁一致,0,6,0,6,6,0,6,2,水曜日,1
6590,2024-10-31,133,330,51900,289,17300,158,34600,477,8600,809,5100,2桁一致,1,3,3,7,3,1,2,3,木曜日,1
6591,2024-11-01,241,472,47800,562,7900,192,27800,1226,3900,459,4700,全て異なる,2,4,1,7,4,1,3,4,金曜日,0
6592,2024-11-04,187,347,57300,537,9500,160,33400,1212,4700,966,5700,全て異なる,1,8,7,16,8,1,7,0,月曜日,0
6593,2024-11-05,290,165,84000,392,14000,136,49000,868,7000,377,8400,全て異なる,2,9,0,11,9,0,9,1,火曜日,0
6594,2024-11-06,359,80,78600,415,13100,262,45800,907,6500,556,7800,全て異なる,3,5,9,17,9,3,6,2,水曜日,0
6595,2024-11-07,395,42,108800,342,18100,160,63400,820,9000,454,10800,全て異なる,3,9,5,17,9,3,6,3,木曜日,0
6596,2024-11-08,984,65,101100,407,16800,176,58900,968,8400,521,10100,全て異なる,9,8,4,21,9,4,5,4,金曜日,0
6597,2024-11-11,230,75,117700,446,19600,131,68600,924,9800,443,11700,全て異なる,2,3,0,5,3,0,3,0,月曜日,0
6598,2024-11-12,518,346,53200,398,8800,234,31000,748,4400,485,5300,全て異なる,5,1,8,14,8,1,7,1,火曜日,0
6599,2024-11-13,91,193,70500,500,11700,139,41100,1157,5800,394,7000,全て異なる,0,9,1,10,9,0,9,2,水曜日,0
6600,2024-11-14,530,99,77200,453,12800,239,45000,1007,6400,348,7700,全て異なる,5,3,0,8,5,0,5,3,木曜日,0
6601,2024-11-15,91,95,95100,452,15800,114,55400,1160,7900,428,9500,全て異なる,0,9,1,10,9,0,9,4,金曜日,0
6602,2024-11-18,35,506,42700,876,7100,223,24900,2077,3500,461,4200,全て異なる,0,3,5,8,5,0,5,0,月曜日,0
6603,2024-11-19,956,39,133800,289,22300,112,78000,639,11100,337,13300,全て異なる,9,5,6,20,9,5,4,1,火曜日,0
6604,2024-11-20,406,54,116200,340,19300,156,67700,688,9600,451,11600,全て異なる,4,0,6,10,6,0,6,2,水曜日,0
6605,2024-11-21,138,152,55400,561,9200,323,32300,1308,4600,554,5500,全て異なる,1,3,8,12,8,1,7,3,木曜日,0
6606,2024-11-22,147,589,38000,599,6300,245,22100,1324,3100,635,3800,全て異なる,1,4,7,12,7,1,6,4,金曜日,0
6607,2024-11-25,566,151,84000,286,28000,180,56000,284,14000,596,8400,2桁一致,5,6,6,17,6,5,1,0,月曜日,1
6608,2024-11-26,814,78,89000,365,14800,202,51900,802,7400,381,8900,全て異なる,8,1,4,13,8,1,7,1,火曜日,0
6609,2024-11-27,638,163,64400,454,10700,250,37500,1002,5300,439,6400,全て異なる,6,3,8,17,8,3,5,2,水曜日,0
6610,2024-11-28,878,30,125700,185,41900,124,83800,256,20900,441,12500,2桁一致,8,7,8,23,8,7,1,3,木曜日,1
6611,2024-11-29,656,299,66900,240,22300,153,44600,269,11100,390,6600,2桁一致,6,5,6,17,6,5,1,4,金曜日,1
6612,2024-12-02,175,126,82300,598,13700,231,48000,1155,6800,579,8200,全て異なる,1,7,5,13,7,1,6,0,月曜日,0
6613,2024-12-03,340,544,46400,341,7700,104,27000,783,3800,481,4600,全て異なる,3,4,0,7,4,0,4,1,火曜日,0
6614,2024-12-04,179,113,92600,372,15400,155,54000,942,7700,391,9200,全て異なる,1,7,9,17,9,1,8,2,水曜日,0
6615,2024-12-05,710,121,75500,425,12500,255,44000,866,6200,385,7500,全て異なる,7,1,0,8,7,0,7,3,木曜日,0
6616,2024-12-06,281,662,36400,540,6000,206,21200,1356,3000,567,3600,全て異なる,2,8,1,11,8,1,7,4,金曜日,0
6617,2024-12-09,692,54,104100,521,17300,158,60700,1103,8600,561,10400,全て異なる,6,9,2,17,9,2,7,0,月曜日,0
6618,2024-12-10,205,57,107000,352,17800,164,62400,778,8900,342,10700,全て異なる,2,0,5,7,5,0,5,1,火曜日,0
6619,2024-12-11,431,138,77900,483,12900,130,45400,1145,6400,426,7700,全て異なる,4,3,1,8,4,1,3,2,水曜日,0
6620,2024-12-12,989,531,42600,262,14200,166,28400,402,7100,397,4200,2桁一致,9,8,9,26,9,8,1,3,木曜日,1
6621,2024-12-13,409,91,84500,449,14000,249,49200,975,7000,777,8400,全て異なる,4,0,9,13,9,0,9,4,金曜日,0
6622,2024-12-16,632,46,110000,574,18300,159,64100,1222,9100,600,11000,全て異なる,6,3,2,11,6,2,4,0,月曜日,0
6623,2024-12-17,264,76,88500,535,14700,156,51600,1143,7300,441,8800,全て異なる,2,6,4,12,6,2,4,1,火曜日,0
6624,2024-12-18,108,137,57500,659,9500,391,33500,1326,4700,424,5700,全て異なる,1,0,8,9,8,0,8,2,水曜日,0
6625,2024-12-19,873,74,102400,360,17000,170,59700,863,8500,432,10200,全て異なる,8,7,3,18,8,3,5,3,木曜日,0
6626,2024-12-20,52,98,103900,386,17300,116,60600,838,8600,588,10300,全て異なる,0,5,2,7,5,0,5,4,金曜日,0
6627,2024-12-23,495,187,82300,500,13700,236,48000,1135,6800,456,8200,全て異なる,4,9,5,18,9,4,5,0,月曜日,0
6628,2024-12-24,496,68,97400,377,16200,174,56800,950,8100,475,9700,全て異なる,4,9,6,19,9,4,5,1,火曜日,0
6629,2024-12-25,404,90,105100,193,35000,167,70000,319,17500,443,10500,2桁一致,4,0,4,8,4,0,4,2,水曜日,1
6630,2024-12-26,315,224,47900,742,7900,536,27900,1358,3900,488,4700,全て異なる,3,1,5,9,5,1,4,3,木曜日,0
6631,2024-12-27,953,272,69700,580,11600,184,40600,1153,5800,465,6900,全て異なる,9,5,3,17,9,3,6,4,金曜日,0
6632,2024-12-30,303,620,44300,378,14700,303,29500,518,7300,626,4400,2桁一致,3,0,3,6,3,0,3,0,月曜日,1
6633,2025-01-06,188,172,88700,274,29500,170,59100,466,14700,939,8800,2桁一致,1,8,8,17,8,1,7,0,月曜日,1
6634,2025-01-07,238,202,68100,481,11300,227,39700,1174,5600,469,6800,全て異なる,2,3,8,13,8,2,6,1,火曜日,0
6635,2025-01-08,462,112,81700,553,13600,174,47600,1141,6800,391,8100,全て異なる,4,6,2,12,6,2,4,2,水曜日,0
6636,2025-01-09,207,630,39900,424,6600,193,23200,896,3300,446,3900,全て異なる,2,0,7,9,7,0,7,3,木曜日,0
6637,2025-01-10,669,88,113400,145,37800,151,75600,210,18900,512,11300,2桁一致,6,6,9,21,9,6,3,4,金曜日,1
6638,2025-01-13,265,55,111800,497,18600,159,65200,1078,9300,367,11100,全て異なる,2,6,5,13,6,2,4,0,月曜日,0
6639,2025-01-14,606,139,74400,239,24800,191,49600,339,12400,466,7400,2桁一致,6,0,6,12,6,0,6,1,火曜日,1
6640,2025-01-15,216,111,67300,576,11200,270,39200,1285,5600,513,6700,全て異なる,2,1,6,9,6,1,5,2,水曜日,0
6641,2025-01-16,100,73,103200,170,34400,149,68800,207,17200,718,10300,2桁一致,1,0,0,1,1,0,1,3,木曜日,1
6642,2025-01-17,944,289,70600,189,23500,97,47000,299,11700,623,7000,2桁一致,9,4,4,17,9,4,5,4,金曜日,1
6643,2025-01-20,672,61,114100,505,19000,145,66500,994,9500,482,11400,全て異なる,6,7,2,15,7,2,5,0,月曜日,0
6644,2025-01-21,496,65,102100,379,17000,191,59500,812,8500,386,10200,全て異なる,4,9,6,19,9,4,5,1,火曜日,0
6645,2025-01-22,842,45,104400,455,17400,110,60900,1001,8700,616,10400,全て異なる,8,4,2,14,8,2,6,2,水曜日,0
6646,2025-01-23,239,137,76400,415,12700,167,44500,938,6300,709,7600,全て異なる,2,3,9,14,9,2,7,3,木曜日,0
6647,2025-01-24,557,122,101300,203,33700,155,67500,242,16800,506,10100,2桁一致,5,5,7,17,7,5,2,4,金曜日,1
6648,2025-01-27,169,195,67900,530,11300,298,39600,1103,5600,679,6700,全て異なる,1,6,9,16,9,1,8,0,月曜日,0
6649,2025-01-28,763,266,65800,380,10900,179,38300,777,5400,482,6500,全て異なる,7,6,3,16,7,3,4,1,火曜日,0
6650,2025-01-29,314,136,72200,346,12000,295,42100,749,6000,421,7200,全て異なる,3,1,4,8,4,1,3,2,水曜日,0
6651,2025-01-30,577,161,92600,195,30800,99,61700,263,15400,509,9200,2桁一致,5,7,7,19,7,5,2,3,木曜日,1
6652,2025-01-31,20,56,111600,176,37200,147,74400,267,18600,893,11100,2桁一致,0,2,0,2,2,0,2,4,金曜日,1
6653,2025-02-03,168,323,48200,694,8000,501,28100,1161,4000,529,4800,全て異なる,1,6,8,15,8,1,7,0,月曜日,0
6654,2025-02-04,799,141,90100,154,30000,96,60000,244,15000,692,9000,2桁一致,7,9,9,25,9,7,2,1,火曜日,1
6655,2025-02-05,973,57,116400,320,19400,125,67900,743,9700,412,11600,全て異なる,9,7,3,19,9,3,6,2,水曜日,0
6656,2025-02-06,33,183,72300,191,24100,164,48200,355,12000,674,7200,2桁一致,0,3,3,6,3,0,3,3,木曜日,1
6657,2025-02-07,100,68,107300,192,35700,106,71500,236,17800,896,10700,2桁一致,1,0,0,1,1,0,1,4,金曜日,1
6658,2025-02-10,249,116,88700,520,14700,213,51700,1087,7300,497,8800,全て異なる,2,4,9,15,9,2,7,0,月曜日,0
6659,2025-02-11,86,27,147400,288,24500,104,85900,655,12200,381,14700,全て異なる,0,8,6,14,8,0,8,1,火曜日,0
6660,2025-02-12,427,111,68100,479,11300,303,39700,873,5600,490,6800,全て異なる,4,2,7,13,7,2,5,2,水曜日,0
6661,2025-02-13,354,158,70300,310,11700,156,41000,701,5800,1133,7000,全て異なる,3,5,4,12,5,3,2,3,木曜日,0
6662,2025-02-14,720,86,103400,435,17200,192,60300,889,8600,415,10300,全て異なる,7,2,0,9,7,0,7,4,金曜日,0
6663,2025-02-17,796,58,124500,442,20700,154,72600,922,10300,511,12400,全て異なる,7,9,6,22,9,6,3,0,月曜日,0
6664,2025-02-18,804,165,77700,368,12900,207,45300,732,6400,421,7700,全て異なる,8,0,4,12,8,0,8,1,火曜日,0
6665,2025-02-19,157,75,85300,539,14200,171,49700,1323,7100,324,8500,全て異なる,1,5,7,13,7,1,6,2,水曜日,0
6666,2025-02-20,770,47,101400,245,33800,187,67600,358,16900,418,10100,2桁一致,7,7,0,14,7,0,7,3,木曜日,1
6667,2025-02-21,531,104,81100,542,13500,242,47300,1064,6700,461,8100,全て異なる,5,3,1,9,5,1,4,4,金曜日,0
6668,2025-02-24,423,137,70600,606,11700,279,41100,1139,5800,584,7000,全て異なる,4,2,3,9,4,2,2,0,月曜日,0
6669,2025-02-25,185,63,104100,378,17300,138,60700,952,8600,452,10400,全て異なる,1,8,5,14,8,1,7,1,火曜日,0
6670,2025-02-26,996,107,84700,222,28200,219,56400,274,14100,537,8400,2桁一致,9,9,6,24,9,6,3,2,水曜日,1
6671,2025-02-27,372,94,76800,541,12800,230,44800,1247,6400,394,7600,全て異なる,3,7,2,12,7,2,5,3,木曜日,0
6672,2025-02-28,394,92,84800,522,14100,232,49400,1071,7000,468,8400,全て異なる,3,9,4,16,9,3,6,4,金曜日,0
6673,2025-03-03,422,84,90800,300,30200,221,60500,378,15100,839,9000,2桁一致,4,2,2,8,4,2,2,0,月曜日,1
6674,2025-03-04,638,91,83100,454,13800,213,48400,883,6900,447,8300,全て異なる,6,3,8,17,8,3,5,1,火曜日,0
6675,2025-03-05,52,45,127000,382,21100,104,74000,844,10500,398,12700,全て異なる,0,5,2,7,5,0,5,2,水曜日,0
6676,2025-03-06,417,151,58100,596,9600,322,33800,1294,4800,624,5800,全て異なる,4,1,7,12,7,1,6,3,木曜日,0
6677,2025-03-07,128,116,64300,489,10700,345,37500,1103,5300,903,6400,全て異なる,1,2,8,11,8,1,7,4,金曜日,0
6678,2025-03-10,959,53,132300,216,44100,172,88200,320,22000,559,13200,2桁一致,9,5,9,23,9,5,4,0,月曜日,1
6679,2025-03-11,36,79,88900,451,14800,170,51800,1046,7400,472,8800,全て異なる,0,3,6,9,6,0,6,1,火曜日,0
6680,2025-03-12,312,226,40300,723,6700,582,23500,1345,3300,468,4000,全て異なる,3,1,2,6,3,1,2,2,水曜日,0
6681,2025-03-13,946,71,95300,363,15800,185,55500,890,7900,475,9500,全て異なる,9,4,6,19,9,4,5,3,木曜日,0
6682,2025-03-14,766,105,103200,196,34400,96,68800,302,17200,728,10300,2桁一致,7,6,6,19,7,6,1,4,金曜日,1
6683,2025-03-17,187,70,90300,564,15000,163,52600,1314,7500,731,9000,全て異なる,1,8,7,16,8,1,7,0,月曜日,0
6684,2025-03-18,150,69,106200,387,17700,93,61900,904,8800,448,10600,全て異なる,1,5,0,6,5,0,5,1,火曜日,0
6685,2025-03-19,99,226,67200,203,22400,140,44800,319,11200,532,6700,2桁一致,0,9,9,18,9,0,9,2,水曜日,1
6686,2025-03-20,320,297,34600,594,5700,672,20100,929,2800,569,3400,全て異なる,3,2,0,5,3,0,3,3,木曜日,0
6687,2025-03-21,146,58,90600,575,15100,182,52800,1191,7500,423,9000,全て異なる,1,4,6,11,6,1,5,4,金曜日,0
6688,2025-03-24,948,61,108100,421,18000,159,63000,999,9000,689,10800,全て異なる,9,4,8,21,9,4,5,0,月曜日,0
6689,2025-03-25,990,355,60600,162,20200,126,40400,242,10100,341,6000,2桁一致,9,9,0,18,9,0,9,1,火曜日,1
6690,2025-03-26,29,82,84900,380,14100,198,49500,878,7000,688,8400,全て異なる,0,2,9,11,9,0,9,2,水曜日,0
6691,2025-03-27,725,110,67700,516,11200,280,39400,1036,5600,586,6700,全て異なる,7,2,5,14,7,2,5,3,木曜日,0
6692,2025-03-28,730,166,74800,422,12400,200,43600,950,6200,454,7400,全て異なる,7,3,0,10,7,0,7,4,金曜日,0
6693,2025-03-31,337,181,78300,312,26100,172,52200,372,13000,533,7800,2桁一致,3,3,7,13,7,3,4,0,月曜日,1
6694,2025-04-01,515,84,92300,210,30700,197,61500,236,15300,334,9200,2桁一致,5,1,5,11,5,1,4,1,火曜日,1
6695,2025-04-02,964,82,93800,449,15600,152,54700,925,7800,425,9300,全て異なる,9,6,4,19,9,4,5,2,水曜日,0
6696,2025-04-03,129,165,58900,458,9800,353,34300,1009,4900,412,5800,全て異なる,1,2,9,12,9,1,8,3,木曜日,0
6697,2025-04-04,214,140,74000,485,12300,248,43100,1043,6100,420,7400,全て異なる,2,1,4,7,4,1,3,4,金曜日,0
6698,2025-04-07,623,167,70400,598,11700,296,41000,1096,5800,475,7000,全て異なる,6,2,3,11,6,2,4,0,月曜日,0
6699,2025-04-08,457,167,74100,420,12300,160,43200,826,6100,415,7400,全て異なる,4,5,7,16,7,4,3,1,火曜日,0
6700,2025-04-09,46,133,86900,320,14400,163,50600,689,7200,500,8600,全て異なる,0,4,6,10,6,0,6,2,水曜日,0
6701,2025-04-10,467,160,70700,348,11700,250,41200,777,5800,367,7000,全て異なる,4,6,7,17,7,4,3,3,木曜日,0
6702,2025-04-11,543,59,133900,306,22300,97,78100,757,11100,364,13300,全て異なる,5,4,3,12,5,3,2,4,金曜日,0
6703,2025-04-14,313,150,80200,281,26700,212,53400,353,13300,473,8000,2桁一致,3,1,3,7,3,1,2,0,月曜日,1
6704,2025-04-15,574,69,95400,296,15900,136,55600,738,7900,1109,9500,全て異なる,5,7,4,16,7,4,3,1,火曜日,0
