抽せん日,番号,rank,joint_prob,expected_payout,price,EV_gross,EV_net,百,十,一,候補_3桁,feature_set,model_name
2025-11-03,599,379,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,5,9,9,599,V5_joint,CalibratedJoint
2025-11-03,600,380,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,0,600,V5_joint,CalibratedJoint
2025-11-03,602,381,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,2,602,V5_joint,CalibratedJoint
2025-11-03,603,382,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,3,603,V5_joint,CalibratedJoint
2025-11-03,604,383,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,4,604,V5_joint,CalibratedJoint
2025-11-03,605,384,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,5,605,V5_joint,CalibratedJoint
2025-11-03,606,385,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,6,606,V5_joint,CalibratedJoint
2025-11-03,607,386,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,7,607,V5_joint,CalibratedJoint
2025-11-03,608,387,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,8,608,V5_joint,CalibratedJoint
2025-11-03,609,388,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,0,9,609,V5_joint,CalibratedJoint
2025-11-03,610,389,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,1,0,610,V5_joint,CalibratedJoint
2025-11-03,612,390,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,1,2,612,V5_joint,CalibratedJoint
2025-11-03,613,391,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,1,3,613,V5_joint,CalibratedJoint
2025-11-03,615,392,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,1,5,615,V5_joint,CalibratedJoint
2025-11-03,620,393,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,2,0,620,V5_joint,CalibratedJoint
2025-11-03,622,394,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,2,2,622,V5_joint,CalibratedJoint
2025-11-03,624,395,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,2,4,624,V5_joint,CalibratedJoint
2025-11-03,625,396,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,2,5,625,V5_joint,CalibratedJoint
2025-11-03,627,397,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,2,7,627,V5_joint,CalibratedJoint
2025-11-03,628,398,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,2,8,628,V5_joint,CalibratedJoint
2025-11-03,632,399,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,3,2,632,V5_joint,CalibratedJoint
2025-11-03,633,400,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,3,3,633,V5_joint,CalibratedJoint
2025-11-03,635,401,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,3,5,635,V5_joint,CalibratedJoint
2025-11-03,639,402,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,3,9,639,V5_joint,CalibratedJoint
2025-11-03,640,403,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,4,0,640,V5_joint,CalibratedJoint
2025-11-03,641,404,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,4,1,641,V5_joint,CalibratedJoint
2025-11-03,642,405,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,4,2,642,V5_joint,CalibratedJoint
2025-11-03,643,406,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,4,3,643,V5_joint,CalibratedJoint
2025-11-03,644,407,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,4,4,644,V5_joint,CalibratedJoint
2025-11-03,645,408,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,4,5,645,V5_joint,CalibratedJoint
2025-11-03,649,409,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,4,9,649,V5_joint,CalibratedJoint
2025-11-03,655,410,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,5,5,655,V5_joint,CalibratedJoint
2025-11-03,658,411,0.0014601068752318,131.409618770862,200.0,131.409618770862,-68.59038122913799,6,5,8,658,V5_joint,CalibratedJoint
